0.1,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.1,0.0,0.0,0.0,0.0,0.0
2.8,0.30000000000000004,0.0,0.0,0.0,0.0,0.0
3.5999999999999996,0.6000000000000001,0.0,0.0,0.0,0.0,0.0
4.5,1.0,0.0,0.0,0.0,0.0,0.0
5.5,1.5,0.0,0.0,0.0,0.0,0.0
6.6,2.1,0.1,0.0,0.0,0.0,0.0
7.699999999999999,2.8,0.30000000000000004,0.0,0.0,0.0,0.0
8.799999999999999,3.5999999999999996,0.6000000000000001,0.0,0.0,0.0,0.0
9.0,4.5,1.0,0.0,0.0,0.0,0.0
9.0,5.5,1.5,0.0,0.0,0.0,0.0
9.0,6.6,2.1,0.1,0.0,0.0,0.0
9.0,7.699999999999999,2.8,0.30000000000000004,0.0,0.0,0.0
9.0,7.699999999999999,3.5999999999999996,0.6000000000000001,0.0,0.0,0.0
9.0,7.699999999999999,4.5,1.0,0.0,0.0,0.0
9.0,7.699999999999999,5.5,1.5,0.0,0.0,0.0
9.1,7.699999999999999,6.6,2.1,0.1,0.0,0.0
9.299999999999999,7.699999999999999,6.6,2.8,0.30000000000000004,0.0,0.0
9.6,7.699999999999999,6.6,3.5999999999999996,0.6000000000000001,0.0,0.0
10.0,8.799999999999999,7.699999999999999,4.5,1.0,0.0,0.0
10.5,8.799999999999999,7.699999999999999,5.5,1.5,0.0,0.0
11.1,9.0,7.699999999999999,6.6,2.1,0.1,0.0
11.799999999999999,9.0,7.699999999999999,6.6,2.8,0.30000000000000004,0.0
12.6,9.1,7.699999999999999,6.6,3.5999999999999996,0.6000000000000001,0.0
13.5,9.299999999999999,7.699999999999999,6.6,4.5,1.0,0.0
14.4,9.6,7.699999999999999,6.6,5.5,1.5,0.0
15.3,10.0,8.799999999999999,7.699999999999999,6.6,2.1,0.1
16.2,10.5,8.799999999999999,7.699999999999999,6.6,2.8,0.30000000000000004
17.099999999999998,11.1,9.0,7.699999999999999,6.6,3.5999999999999996,0.6000000000000001
17.999999999999996,11.799999999999999,9.0,7.699999999999999,6.6,4.5,1.0
18.899999999999995,12.6,9.0,7.699999999999999,6.6,5.5,1.5
19.0,13.5,9.1,7.699999999999999,6.6,5.5,2.1
19.0,14.4,9.299999999999999,7.699999999999999,6.6,5.5,2.8
19.0,15.3,9.6,7.699999999999999,6.6,5.5,3.5999999999999996
19.0,16.2,10.0,8.799999999999999,7.699999999999999,6.6,4.5
19.0,17.099999999999998,10.5,8.799999999999999,7.699999999999999,6.6,5.5
